40,35,0
55,30,0
60,35,0
20,25,0
50,35,0
25,25,0
20,40,0
50,45,0
25,45,0
20,30,0
40,45,0
50,50,0
30,50,0
30,45,0
25,40,0
60,40,0
30,20,0
30,35,0
50,55,0
25,55,0
35,55,0
35,25,0
45,60,0
35,60,0
45,55,0
40,65,0
35,65,0
55,55,0
30,65,0
40,20,0
60,60,0
50,65,0
55,50,0
55,45,0
50,25,0
50,30,0
35,50,0
25,60,0
25,65,0
60,55,0
50,60,0
35,45,0
30,55,0
20,60,0
60,25,0
55,20,0
60,30,0
30,60,0
30,30,0
20,45,0
20,35,0
20,20,0
60,50,0
55,60,0
25,35,0
20,65,0
60,20,0
45,25,0
45,30,0
45,65,0
45,20,0
30,25,0
35,20,0
45,40,0
25,20,0
50,20,0
40,25,0
20,55,0
40,60,0
20,50,0
25,30,0
55,25,0
40,55,0
40,30,0
35,30,0
40,50,0
45,35,0
55,40,0
60,65,0
55,65,0
35,35,0
45,45,0
45,50,0
30,40,0
25,50,0
55,35,0
60,45,0
50,40,0
40,40,0
35,40,0
