0,0,5
5,0,5
10,0,5
15,0,5
20,0,5
25,0,5
30,0,5
35,0,5
40,0,5
45,0,5
50,0,5
55,0,5
60,0,5
65,0,5
70,0,5
75,0,5
80,0,5
85,0,5
90,0,5
95,5,5
0,5,5
5,5,5
10,5,5
15,5,5
20,5,5
25,5,5
30,5,5
35,5,5
40,5,5
45,5,5
50,5,5
55,5,5
60,5,5
65,5,5
70,5,5
75,5,5
80,5,5
85,5,5
90,5,5
95,10,5
0,10,5
5,10,5
10,10,5
15,10,5
20,10,5
25,10,5
30,10,5
35,10,5
40,10,5
45,10,5
50,10,5
55,10,5
60,10,5
65,10,5
70,10,5
75,10,5
80,10,5
85,10,5
90,10,5
95,15,5
0,15,5
5,15,5
10,15,5
15,15,5
20,15,5
25,15,5
30,15,5
35,15,5
40,15,5
45,15,5
50,15,5
55,15,5
60,15,5
65,15,5
70,15,5
75,15,5
80,15,5
85,15,5
90,15,5
95,20,5
0,20,5
5,20,5
10,20,5
15,20,5
20,20,5
25,20,5
30,20,5
35,20,5
40,20,5
45,20,5
50,20,5
55,20,5
60,20,5
65,20,5
70,20,5
75,20,5
80,20,5
85,20,5
90,20,5
95,25,5
0,25,5
5,25,5
10,25,5
15,25,5
20,25,5
25,25,5
30,25,5
35,25,5
40,25,5
45,25,5
50,25,5
55,25,5
60,25,5
65,25,5
70,25,5
75,25,5
80,25,5
85,25,5
90,25,5
95,30,5
0,30,5
5,30,5
10,30,5
15,30,5
20,30,5
25,30,5
30,30,5
35,30,5
40,30,5
45,30,5
50,30,5
55,30,5
60,30,5
65,30,5
70,30,5
75,30,5
80,30,5
85,30,5
90,30,5
95,35,5
0,35,5
5,35,5
10,35,5
15,35,5
20,35,5
25,35,5
30,35,5
35,35,5
40,35,5
45,35,5
50,35,5
55,35,5
60,35,5
65,35,5
70,35,5
75,35,5
80,35,5
85,35,5
90,35,5
95,40,5
0,40,5
5,40,5
10,40,5
15,40,5
20,40,5
25,40,5
30,40,5
35,40,5
40,40,5
45,40,5
50,40,5
55,40,5
60,40,5
65,40,5
70,40,5
75,40,5
80,40,5
85,40,5
90,40,5
95,45,5
0,45,5
5,45,5
10,45,5
15,45,5
20,45,5
25,45,5
30,45,5
35,45,5
40,45,5
45,45,5
50,45,5
55,45,5
60,45,5
65,45,5
70,45,5
75,45,5
80,45,5
85,45,5
90,45,5
95,50,5
0,50,5
5,50,5
10,50,5
15,50,5
20,50,5
25,50,5
30,50,5
35,50,5
40,50,5
45,50,5
50,50,5
55,50,5
60,50,5
65,50,5
70,50,5
75,50,5
80,50,5
85,50,5
90,50,5
95,55,5
0,55,5
5,55,5
10,55,5
15,55,5
20,55,5
25,55,5
30,55,5
35,55,5
40,55,5
45,55,5
50,55,5
55,55,5
60,55,5
65,55,5
70,55,5
75,55,5
80,55,5
85,55,5
90,55,5
95,60,5
0,60,5
5,60,5
10,60,5
15,60,5
20,60,5
25,60,5
30,60,5
35,60,5
40,60,5
45,60,5
50,60,5
55,60,5
60,60,5
65,60,5
70,60,5
75,60,5
80,60,5
85,60,5
90,60,5
95,65,5
0,65,5
5,65,5
10,65,5
15,65,5
20,65,5
25,65,5
30,65,5
35,65,5
40,65,5
45,65,5
50,65,5
55,65,5
60,65,5
65,65,5
70,65,5
75,65,5
80,65,5
85,65,5
90,65,5
95,70,5
0,70,5
5,70,5
10,70,5
15,70,5
20,70,5
25,70,5
30,70,5
35,70,5
40,70,5
45,70,5
50,70,5
55,70,5
60,70,5
65,70,5
70,70,5
75,70,5
80,70,5
85,70,5
90,70,5
95,75,5
0,75,5
5,75,5
10,75,5
15,75,5
20,75,5
25,75,5
30,75,5
35,75,5
40,75,5
45,75,5
50,75,5
55,75,5
60,75,5
65,75,5
70,75,5
75,75,5
80,75,5
85,75,5
90,75,5
95,80,5
0,80,5
5,80,5
10,80,5
15,80,5
20,80,5
25,80,5
30,80,5
35,80,5
40,80,5
45,80,5
50,80,5
55,80,5
60,80,5
65,80,5
70,80,5
75,80,5
80,80,5
85,80,5
90,80,5
95,85,5
0,85,5
5,85,5
10,85,5
15,85,5
20,85,5
25,85,5
30,85,5
35,85,5
40,85,5
45,85,5
50,85,5
55,85,5
60,85,5
65,85,5
70,85,5
75,85,5
80,85,5
85,85,5
90,85,5
95,90,5
0,90,5
5,90,5
10,90,5
15,90,5
20,90,5
25,90,5
30,90,5
35,90,5
40,90,5
45,90,5
50,90,5
55,90,5
60,90,5
65,90,5
70,90,5
75,90,5
80,90,5
85,90,5
90,90,5
95,95,5
0,95,5
5,95,5
10,95,5
15,95,5
20,95,5
25,95,5
30,95,5
35,95,5
40,95,5
45,95,5
50,95,5
55,95,5
60,95,5
65,95,5
70,95,5
75,95,5
80,95,5
85,95,5
90,95,5
95,100,5
0,100,5
5,100,5
10,100,5
15,100,5
20,100,5
25,100,5
30,100,5
35,100,5
40,100,5
45,100,5
50,100,5
55,100,5
60,100,5
65,100,5
70,100,5
75,100,5
80,100,5
85,100,5
90,100,5
95,105,5
0,105,5
5,105,5
10,105,5
15,105,5
20,105,5
25,105,5
30,105,5
35,105,5
40,105,5
45,105,5
50,105,5
55,105,5
60,105,5
65,105,5
70,105,5
75,105,5
80,105,5
85,105,5
90,105,5
95,110,5
0,110,5
5,110,5
10,110,5
15,110,5
20,110,5
25,110,5
30,110,5
35,110,5
40,110,5
45,110,5
50,110,5
55,110,5
60,110,5
65,110,5
70,110,5
75,110,5
80,110,5
85,110,5
90,110,5
95,115,5
0,115,5
5,115,5
10,115,5
15,115,5
20,115,5
25,115,5
30,115,5
35,115,5
40,115,5
45,115,5
50,115,5
55,115,5
60,115,5
65,115,5
70,115,5
75,115,5
80,115,5
85,115,5
90,115,5
95,120,5
0,120,5
5,120,5
10,120,5
15,120,5
20,120,5
25,120,5
30,120,5
35,120,5
40,120,5
45,120,5
50,120,5
55,120,5
60,120,5
65,120,5
70,120,5
75,120,5
80,120,5
85,120,5
90,120,5
95,125,5
